+===================================+==================================+======================================================================+
| Launch Setup Clock                | Launch Hold Clock                | Pin                                                                  |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_red_reg[1]/D            |
| clk320_tangerineNX_Z7_clk_wiz_0_0 | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_green_reg[6]/D          |
| clk320_tangerineNX_Z7_clk_wiz_0_0 | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_red_reg[0]/D            |
| clk320_tangerineNX_Z7_clk_wiz_0_0 | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_green_reg[0]/D          |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_blue_reg[9]/D           |
| clk320_tangerineNX_Z7_clk_wiz_0_0 | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_blue_reg[5]/D           |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_blue_reg[8]/D           |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_green_reg[9]/D          |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_green_reg[8]/D          |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_red_reg[5]/D            |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_red_reg[9]/D            |
| clk64_tangerineNX_Z7_clk_wiz_0_0  | clk64_tangerineNX_Z7_clk_wiz_0_0 | tangerineNX_Z7_i/hdmiOut_0/U0/dvidInst/shift_red_reg[8]/D            |
+-----------------------------------+----------------------------------+----------------------------------------------------------------------+
